age,sex,i,prev,f
0,female,0.24475090079381542,0.24896061994688207,0.319606756812854
0,male,0.21330083612392786,0.16233416059741398,0.29217098347190384
1,female,0.23007359284412665,0.25608156450949154,0.2963741927325726
1,male,0.15680411968225114,0.18155096437394336,0.2140998382231127
2,female,0.23007359284412665,0.25362458593832776,0.2963741927325726
2,male,0.15680411968225114,0.1765753713375766,0.2140998382231127
3,female,0.23007359284412665,0.28351578372700775,0.2963741927325726
3,male,0.15680411968225114,0.17927643358261874,0.2140998382231127
4,female,0.23007359284412665,0.3272575270346497,0.2963741927325726
4,male,0.15680411968225114,0.20006354843922175,0.2140998382231127
5,female,0.22337205954416361,0.1437290050166512,0.3114946915720687
5,male,0.19159073995226794,0.1396729703931671,0.2577928015683091
6,female,0.22337205954416361,0.17695873623388853,0.3114946915720687
6,male,0.19159073995226794,0.16141045547109592,0.2577928015683091
7,female,0.22337205954416361,0.2310960032970837,0.3114946915720687
7,male,0.19159073995226794,0.19159961696330213,0.2577928015683091
8,female,0.22337205954416361,0.2645331934650458,0.3114946915720687
8,male,0.19159073995226794,0.2231587308843369,0.2577928015683091
9,female,0.22337205954416361,0.3099844627145338,0.3114946915720687
9,male,0.19159073995226794,0.2678195196078793,0.2577928015683091
10,female,0.2344916233146411,0.13335153282784992,0.31913206815716894
10,male,0.21990123894046845,0.10621847887507423,0.2961596973600855
11,female,0.2344916233146411,0.17091682988238638,0.31913206815716894
11,male,0.21990123894046845,0.14421369638159692,0.2961596973600855
12,female,0.2344916233146411,0.23768832593035047,0.31913206815716894
12,male,0.21990123894046845,0.2239353355018965,0.2961596973600855
13,female,0.2344916233146411,0.23386296433371342,0.31913206815716894
13,male,0.21990123894046845,0.19730248411348966,0.2961596973600855
14,female,0.2344916233146411,0.23016935762975327,0.31913206815716894
14,male,0.21990123894046845,0.17642184064917021,0.2961596973600855
15,female,0.27373787523674087,0.29039908219670973,0.37341738705727673
