age,sex,i,prev,f
0,female,0.0,0.0,0.0
0,male,0.0,0.0,0.0
1,female,0.0,0.0,0.0
1,male,0.0,0.0,0.0
2,female,0.0,0.0,0.0
2,male,0.0,0.0,0.0
3,female,0.0,0.0,0.0
3,male,0.0,0.0,0.0
4,female,0.0,0.0,0.0
4,male,0.0,0.0,0.0
5,female,0.0,0.0,0.0
5,male,0.0,0.0,0.0
6,female,0.0,0.0,0.0
6,male,0.0,0.0,0.0
7,female,0.0,0.0,0.0
7,male,0.0,0.0,0.0
8,female,0.0,0.0,0.0
8,male,0.0,0.0,0.0
9,female,0.0,0.0,0.0
9,male,0.0,0.0,0.0
10,female,0.0,0.0,0.0
10,male,0.0,0.0,0.0
11,female,0.0,0.0,0.0
11,male,0.0,0.0,0.0
12,female,0.0,0.0,0.0
12,male,0.0,0.0,0.0
13,female,0.0,0.0,0.0
13,male,0.0,0.0,0.0
14,female,0.0,0.0,0.0
14,male,0.0,0.0,0.0
15,female,0.0,0.0,0.0
15,male,0.0,0.0,0.0
16,female,0.0,0.0,0.0
16,male,0.0,0.0,0.0
17,female,0.0,0.0,0.0
17,male,0.0,0.0,0.0
18,female,0.0,0.0,0.0
18,male,0.0,0.0,0.0
19,female,0.0,0.0,0.0
19,male,0.0,0.0,0.0
20,female,0.14903438197751906,0.3488372188504626,0.21474377731568703
20,male,0.1540237897461691,0.27089893297568035,0.17144195530304643
21,female,0.14903438197751906,0.2611931268630407,0.21474377731568703
21,male,0.1540237897461691,0.2029775291206386,0.17144195530304643
22,female,0.14903438197751906,0.20860724991404372,0.21474377731568703
22,male,0.1540237897461691,0.16222483939500032,0.17144195530304643
23,female,0.14903438197751906,0.21111060820090774,0.21474377731568703
23,male,0.1540237897461691,0.1644101924530343,0.17144195530304643
24,female,0.14903438197751906,0.21368402624161603,0.21474377731568703
24,male,0.1540237897461691,0.1666597991739087,0.17144195530304643
25,female,0.1585312705202854,0.20502716077216834,0.21685834137357002
25,male,0.14642908051780656,0.15626991822766198,0.18485755501415216
26,female,0.1585312705202854,0.2076074812293799,0.21685834137357002
26,male,0.14642908051780656,0.15847732395535707,0.18485755501415216
27,female,0.1585312705202854,0.21026309800575094,0.21685834137357002
27,male,0.14642908051780656,0.1607526045504298,0.18485755501415216
28,female,0.1585312705202854,0.21283442751789985,0.21685834137357002
