age,sex,i,prev,f
0,female,0.0,0.0,0.0
0,male,0.0,0.0,0.0
1,female,0.0,0.0,0.0
1,male,0.0,0.0,0.0
2,female,0.0,0.0,0.0
2,male,0.0,0.0,0.0
3,female,0.0,0.0,0.0
3,male,0.0,0.0,0.0
4,female,0.0,0.0,0.0
4,male,0.0,0.0,0.0
5,female,0.0,0.0,0.0
5,male,0.0,0.0,0.0
6,female,0.0,0.0,0.0
6,male,0.0,0.0,0.0
7,female,0.0,0.0,0.0
7,male,0.0,0.0,0.0
8,female,0.0,0.0,0.0
8,male,0.0,0.0,0.0
9,female,0.0,0.0,0.0
9,male,0.0,0.0,0.0
10,female,0.0,0.0,0.0
10,male,0.0,0.0,0.0
11,female,0.0,0.0,0.0
11,male,0.0,0.0,0.0
12,female,0.0,0.0,0.0
12,male,0.0,0.0,0.0
13,female,0.0,0.0,0.0
13,male,0.0,0.0,0.0
14,female,0.0,0.0,0.0
14,male,0.0,0.0,0.0
15,female,0.17451601951274298,0.318041533412138,0.23934608071786104
15,male,0.19617116307594784,0.35678879859833257,0.25740402482725183
16,female,0.17451601951274298,0.23797217725130376,0.23934608071786104
16,male,0.19617116307594784,0.26685627859007327,0.25740402482725183
17,female,0.17451601951274298,0.18993161140870982,0.23934608071786104
17,male,0.19617116307594784,0.21289838341157524,0.25740402482725183
18,female,0.17451601951274298,0.16198796883015837,0.23934608071786104
18,male,0.19617116307594784,0.1725486876932229,0.25740402482725183
19,female,0.17451601951274298,0.14112771149649575,0.23934608071786104
19,male,0.19617116307594784,0.14493021872634682,0.25740402482725183
20,female,0.24179865163138364,0.32145104483331116,0.31858669147001445
20,male,0.2107176972297605,0.27478514203937704,0.27813007297053655
21,female,0.24179865163138364,0.28799273286266414,0.31858669147001445
21,male,0.2107176972297605,0.24176164261230007,0.27813007297053655
22,female,0.24179865163138364,0.260681640657217,0.31858669147001445
22,male,0.2107176972297605,0.21581014663816733,0.27813007297053655
23,female,0.24179865163138364,0.26795224713271143,0.31858669147001445
23,male,0.2107176972297605,0.17681698424089579,0.27813007297053655
24,female,0.24179865163138364,0.27569591891228223,0.31858669147001445
24,male,0.2107176972297605,0.14974449102798743,0.27813007297053655
25,female,0.2323607177088211,0.22922017912092893,0.30093791818205395
25,male,0.21388605440557243,0.2801730090368261,0.29111717608662335
26,female,0.2323607177088211,0.2363548846521413,0.30093791818205395
