age,sex,i,prev,f
0,female,0.0,0.0,0.0
0,male,0.0,0.0,0.0
1,female,0.0,0.0,0.0
1,male,0.0,0.0,0.0
2,female,0.0,0.0,0.0
2,male,0.0,0.0,0.0
3,female,0.0,0.0,0.0
3,male,0.0,0.0,0.0
4,female,0.0,0.0,0.0
4,male,0.0,0.0,0.0
5,female,0.0,0.0,0.0
5,male,0.0,0.0,0.0
6,female,0.0,0.0,0.0
6,male,0.0,0.0,0.0
7,female,0.0,0.0,0.0
7,male,0.0,0.0,0.0
8,female,0.0,0.0,0.0
8,male,0.0,0.0,0.0
9,female,0.0,0.0,0.0
9,male,0.0,0.0,0.0
10,female,0.0,0.0,0.0
10,male,0.0,0.0,0.0
11,female,0.0,0.0,0.0
11,male,0.0,0.0,0.0
12,female,0.0,0.0,0.0
12,male,0.0,0.0,0.0
13,female,0.0,0.0,0.0
13,male,0.0,0.0,0.0
14,female,0.0,0.0,0.0
14,male,0.0,0.0,0.0
15,female,0.1855797459290973,0.329737390276231,0.24500067129210049
15,male,0.0,0.0,0.0
16,female,0.1855797459290973,0.24795751848017944,0.24500067129210049
16,male,0.0,0.0,0.0
17,female,0.1855797459290973,0.19889095814705537,0.24500067129210049
17,male,0.0,0.0,0.0
18,female,0.1855797459290973,0.11184513093913896,0.24500067129210049
18,male,0.0,0.0,0.0
19,female,0.1855797459290973,0.07792216158836167,0.24500067129210049
19,male,0.0,0.0,0.0
20,female,0.24314472165973006,0.3813239543220712,0.30213161670868516
20,male,0.0,0.0,0.0
21,female,0.24314472165973006,0.30823469059208847,0.30213161670868516
21,male,0.0,0.0,0.0
22,female,0.24314472165973006,0.25843460438927024,0.30213161670868516
22,male,0.0,0.0,0.0
23,female,0.24314472165973006,0.1305723725275989,0.30213161670868516
23,male,0.0,0.0,0.0
24,female,0.24314472165973006,0.08719834249848246,0.30213161670868516
24,male,0.0,0.0,0.0
25,female,0.24536777904486395,0.389587720719708,0.3066910960075195
25,male,0.0,0.0,0.0
26,female,0.24536777904486395,0.3112468478474513,0.3066910960075195
26,male,0.0,0.0,0.0
27,female,0.24536777904486395,0.2589054911834027,0.3066910960075195
27,male,0.0,0.0,0.0
28,female,0.24536777904486395,0.21568743745421426,0.3066910960075195
28,male,0.0,0.0,0.0
29,female,0.24536777904486395,0.18469251779796284,0.3066910960075195
29,male,0.0,0.0,0.0
