age,sex,i,prev,f
0,female,0.16865891279116374,0.03733343727082157,0.17144107981747944
0,male,0.1958889826111678,0.04268544554212985,0.19816089825383984
1,female,0.14817081465703238,0.19312466128658132,0.3064997438883938
1,male,0.1775596102616815,0.21482514687223195,0.2735707726808346
2,female,0.14817081465703238,0.1820776722314709,0.3064997438883938
2,male,0.1775596102616815,0.20255500486437328,0.2735707726808346
3,female,0.14817081465703238,0.1151623411109472,0.3064997438883938
3,male,0.1775596102616815,0.12820070771010209,0.2735707726808346
4,female,0.14817081465703238,0.09260556856543639,0.3064997438883938
4,male,0.1775596102616815,0.10310018686766562,0.2735707726808346
5,female,0.11439337414009684,0.1680500904858993,0.2541174084350661
5,male,0.12969853731480158,0.19047332007078902,0.24570722531003492
6,female,0.11439337414009684,0.14386482729746777,0.2541174084350661
6,male,0.12969853731480158,0.1630637530126289,0.24570722531003492
7,female,0.11439337414009684,0.12554053308323085,0.2541174084350661
7,male,0.12969853731480158,0.1422938545396423,0.24570722531003492
8,female,0.11439337414009684,0.10966373742400624,0.2541174084350661
8,male,0.12969853731480158,0.12423257673793292,0.24570722531003492
9,female,0.11439337414009684,0.09719879957634604,0.2541174084350661
9,male,0.12969853731480158,0.11006480761816255,0.24570722531003492
10,female,0.13349155979664473,0.12802089573636985,0.27921723191737474
10,male,0.1558758660015855,0.14698787238233924,0.2468906486254804
11,female,0.13349155979664473,0.11693708332729869,0.27921723191737474
11,male,0.1558758660015855,0.13426176093146427,0.2468906486254804
12,female,0.13349155979664473,0.10765247798887767,0.27921723191737474
12,male,0.1558758660015855,0.12360639257534076,0.2468906486254804
13,female,0.13349155979664473,0.09817512025397099,0.27921723191737474
13,male,0.1558758660015855,0.11286555072803854,0.2468906486254804
14,female,0.13349155979664473,0.09025947492579627,0.27921723191737474
14,male,0.1558758660015855,0.10387815995946612,0.2468906486254804
15,female,0.14948991533393646,0.1140329624455626,0.26249624097948754
15,male,0.1813161568439173,0.12981203272680852,0.22337681123683453
16,female,0.14948991533393646,0.10616997934048318,0.26249624097948754
16,male,0.1813161568439173,0.12096475780170327,0.22337681123683453
17,female,0.14948991533393646,0.09934611792824807,0.26249624097948754
17,male,0.1813161568439173,0.113278013465899,0.22337681123683453
18,female,0.14948991533393646,0.08963365373193385,0.26249624097948754
18,male,0.1813161568439173,0.1026017602153159,0.22337681123683453
19,female,0.14948991533393646,0.08167903238390731,0.26249624097948754
19,male,0.1813161568439173,0.09379965936687043,0.22337681123683453
20,female,0.15922102488125997,0.11689600763293322,0.2398971840619383
20,male,0.1771317455532783,0.13687328869424503,0.2461044752563555
21,female,0.15922102488125997,0.10787980713702076,0.2398971840619383
21,male,0.1771317455532783,0.12659500306469304,0.2461044752563555
22,female,0.15922102488125997,0.10014685033597634,0.2398971840619383
22,male,0.1771317455532783,0.11774466365320634,0.2461044752563555
23,female,0.15922102488125997,0.09256327110311134,0.2398971840619383
