age,sex,i,prev,f
0,female,0.0,0.0,0.0
0,male,0.0,0.0,0.0
1,female,0.0,0.0,0.0
1,male,0.0,0.0,0.0
2,female,0.0,0.0,0.0
2,male,0.0,0.0,0.0
3,female,0.0,0.0,0.0
3,male,0.0,0.0,0.0
4,female,0.0,0.0,0.0
4,male,0.0,0.0,0.0
5,female,0.0,0.0,0.0
5,male,0.0,0.0,0.0
6,female,0.0,0.0,0.0
6,male,0.0,0.0,0.0
7,female,0.0,0.0,0.0
7,male,0.0,0.0,0.0
8,female,0.0,0.0,0.0
8,male,0.0,0.0,0.0
9,female,0.0,0.0,0.0
9,male,0.0,0.0,0.0
10,female,0.0,0.0,0.0
10,male,0.0,0.0,0.0
11,female,0.0,0.0,0.0
11,male,0.0,0.0,0.0
12,female,0.0,0.0,0.0
12,male,0.0,0.0,0.0
13,female,0.0,0.0,0.0
13,male,0.0,0.0,0.0
14,female,0.0,0.0,0.0
14,male,0.0,0.0,0.0
15,female,0.5821256792206333,0.2678857702074012,0.20910598535262145
15,male,0.42442131389059673,0.29254385678955164,0.2273793516613345
16,female,0.5821256792206333,0.2005099173632955,0.20910598535262145
16,male,0.42442131389059673,0.21895266592848892,0.2273793516613345
17,female,0.5821256792206333,0.1600850409306168,0.20910598535262145
17,male,0.42442131389059673,0.17479866899084376,0.2273793516613345
18,female,0.5821256792206333,0.13898409692711486,0.20910598535262145
18,male,0.42442131389059673,0.1388663461523153,0.2273793516613345
19,female,0.5821256792206333,0.12274071484011162,0.20910598535262145
19,male,0.42442131389059673,0.11510635207559222,0.2273793516613345
20,female,0.2296183072418489,0.17887463964699096,0.20150850320870714
20,male,0.1758228972069408,0.16026557014773551,0.1936674744099022
21,female,0.2296183072418489,0.16233482503446645,0.20150850320870714
21,male,0.1758228972069408,0.13998979519385757,0.1936674744099022
22,female,0.2296183072418489,0.14862539183765353,0.20150850320870714
22,male,0.1758228972069408,0.1242682761749664,0.1936674744099022
23,female,0.2296183072418489,0.11494543330974065,0.20150850320870714
23,male,0.1758228972069408,0.08774982432240891,0.1936674744099022
24,female,0.2296183072418489,0.09375167201364956,0.20150850320870714
24,male,0.1758228972069408,0.06781988066320899,0.1936674744099022
25,female,0.229869568213653,0.1390451959698512,0.1634842124400294
25,male,0.20992254420431045,0.14997909416783034,0.16040045932043956
26,female,0.229869568213653,0.1203871487088663,0.1634842124400294
