age,sex,i,prev,f
0,female,0.3789337385810547,0.0,0.27296692651375815
0,male,0.36702545484437915,0.0,0.22390185330874163
1,female,0.3154574481738141,0.33753001990238113,0.27186125992826465
1,male,0.3274360832164528,0.34345264491198296,0.30173736345577024
2,female,0.3154574481738141,0.3139634322914224,0.27186125992826465
2,male,0.3274360832164528,0.3195250912274027,0.30173736345577024
3,female,0.3154574481738141,0.16422721148422983,0.27186125992826465
3,male,0.3274360832164528,0.16896192853097475,0.30173736345577024
4,female,0.3154574481738141,0.12150919496220734,0.27186125992826465
4,male,0.3274360832164528,0.12569733008232734,0.30173736345577024
5,female,0.25954156542854195,0.36645968635313475,0.36948020104321483
5,male,0.2795045790947457,0.3762040804437494,0.31436127430857236
6,female,0.25954156542854195,0.30230831161371186,0.36948020104321483
6,male,0.2795045790947457,0.31105164533627666,0.31436127430857236
7,female,0.25954156542854195,0.25668063783883444,0.36948020104321483
7,male,0.2795045790947457,0.26454443101262326,0.31436127430857236
8,female,0.25954156542854195,0.2147785382761383,0.36948020104321483
8,male,0.2795045790947457,0.21971300556181533,0.31436127430857236
9,female,0.25954156542854195,0.18424398939204495,0.36948020104321483
9,male,0.2795045790947457,0.18746978340950923,0.31436127430857236
10,female,0.2872425880325014,0.21210895010783462,0.29343405699477654
10,male,0.29996217170115386,0.2313922403703542,0.2654557796155382
11,female,0.2872425880325014,0.18932817716266853,0.29343405699477654
11,male,0.29996217170115386,0.20604928162305766,0.2654557796155382
12,female,0.2872425880325014,0.17093557349754115,0.29343405699477654
12,male,0.29996217170115386,0.18570896798011902,0.2654557796155382
13,female,0.2872425880325014,0.14831711247783613,0.29343405699477654
13,male,0.29996217170115386,0.16488418295168356,0.2654557796155382
14,female,0.2872425880325014,0.13095669279836888,0.29343405699477654
14,male,0.29996217170115386,0.14825838939498248,0.2654557796155382
15,female,0.17821039937424407,0.1390388915095437,0.1602480630963009
15,male,0.18405595192643132,0.13750248967281165,0.16179056545446
16,female,0.17821039937424407,0.1258097888505025,0.1602480630963009
16,male,0.18405595192643132,0.1259638293537659,0.16179056545446
17,female,0.17821039937424407,0.11486095402840786,0.1602480630963009
17,male,0.18405595192643132,0.11621151567815553,0.16179056545446
18,female,0.17821039937424407,0.10251525498694403,0.1602480630963009
18,male,0.18405595192643132,0.10411067995998385,0.16179056545446
19,female,0.17821039937424407,0.09254931560757673,0.1602480630963009
19,male,0.18405595192643132,0.09429196787306224,0.16179056545446
20,female,0.20759545601016738,0.1369510450740126,0.16303189630930517
20,male,0.20642465697586856,0.13651069330181062,0.15439753843210371
21,female,0.20759545601016738,0.12566416814463527,0.16303189630930517
21,male,0.20642465697586856,0.12544478620449157,0.15439753843210371
22,female,0.20759545601016738,0.1160659099060659,0.16303189630930517
22,male,0.20642465697586856,0.11600651280252333,0.15439753843210371
23,female,0.20759545601016738,0.10431119746220854,0.16303189630930517
23,male,0.20642465697586856,0.10336194998065239,0.15439753843210371
24,female,0.20759545601016738,0.0946889758833658,0.16303189630930517
24,male,0.20642465697586856,0.09316946073268587,0.15439753843210371
25,female,0.186523237297973,0.13223752143170503,0.16703114585251963
25,male,0.18476158064359324,0.13617852509940906,0.15970218097330763
26,female,0.186523237297973,0.12187862899421825,0.16703114585251963
26,male,0.18476158064359324,0.12489116691892217,0.15970218097330763
27,female,0.186523237297973,0.1129980986124174,0.16703114585251963
27,male,0.18476158064359324,0.11530048479503419,0.15970218097330763
28,female,0.186523237297973,0.10313432786564604,0.16703114585251963
28,male,0.18476158064359324,0.10364923516694202,0.15970218097330763
29,female,0.186523237297973,0.09483021150987213,0.16703114585251963
29,male,0.18476158064359324,0.0941064907674747,0.15970218097330763
30,female,0.1713692782451316,0.11560242711547394,0.15095999653759423
30,male,0.16772944490816782,0.1196304831145819,0.14824433581014632
31,female,0.1713692782451316,0.10780506660574732,0.15095999653759423
31,male,0.16772944490816782,0.11050789130459227,0.14824433581014632
32,female,0.1713692782451316,0.10100353015293974,0.15095999653759423
32,male,0.16772944490816782,0.1026832613480688,0.14824433581014632
33,female,0.1713692782451316,0.09336553912371273,0.15095999653759423
33,male,0.16772944490816782,0.093397231478972,0.14824433581014632
34,female,0.1713692782451316,0.08681149860405833,0.15095999653759423
34,male,0.16772944490816782,0.0856566206629114,0.14824433581014632
