age,sex,prev,disability_rate,i,i_apc,f,f_apc,r,r_apc,income_first,income,income_last,expenditure_rate_first,expenditure_rate,expenditure_rate_last
0,female,0.00028161137813797305,0.055888195927664884,0.0,-0.009190852524329888,0.0,0.011157299737235588,0.28900985586057326,0.01871302629419387,0.0,0.0,0.0,49.343696558890365,15.664665576748074,50.59686980458071
0,male,0.00013911939550473792,0.056527103086432405,0.0,0.006863746278858794,0.0,0.005983848773278157,0.24860843182620465,0.018359146629917635,0.0,0.0,0.0,2009.7655893595045,638.0208219627041,2060.807254446781
1,female,0.00027831423820381615,0.05582407981369975,3.418410797935327e-05,-0.007086177905978932,0.005877017091453358,0.010809624356130604,0.265785334115313,0.012274612467320962,0.0,0.0,0.0,55.51165862875166,17.622748773841582,56.921478530153294
1,male,0.0001364395280801747,0.056656756317440896,1.6493665693980293e-05,0.008233546044261835,0.008753674983611407,0.005031917671326762,0.2263269759695447,0.013153303469946406,0.0,0.0,0.0,2031.9293148193512,645.0569252745947,2083.5338680625773
2,female,0.00027706432974916546,0.05578444066312277,3.431357068596715e-05,-0.004981491318264367,0.005791946814982751,0.010461957612976622,0.24472007843240418,0.005836402091343966,0.0,0.0,0.0,59.212435870668436,18.79759869209769,60.716243765496856
2,male,0.00013505245061578704,0.05673758639769429,1.6500306803463045e-05,0.009603838625203703,0.008795717766024837,0.004079986866836374,0.20640231213253837,0.007948509477472818,0.0,0.0,0.0,2045.227550095259,649.2785872617292,2097.1698362320553
3,female,0.00021776510806325818,0.05563025995106545,2.9697188546274e-05,-0.0028767927598702453,0.005532077759853291,0.010114299506968322,0.22557465161563825,-0.0006016049253302924,0.0,0.0,0.0,530.318620997563,168.35511774361345,543.7870305136026
3,male,0.00010665410754185953,0.05705446801375115,1.4337126707480061e-05,0.010974623678040389,0.008815633353053834,0.0031280563598033925,0.18853335981843877,0.002744765727828937,0.0,0.0,0.0,1694.2661134393088,537.8622581613914,1737.2950932076242
4,female,0.00017044758542944182,0.05565203524090492,2.3518626431991672e-05,-0.0007720822294838272,0.005446161391503538,0.009766650037300095,0.20814149188744102,-0.007039408674257281,0.0,0.0,0.0,986.6216971567906,313.21323712210483,1011.6787563203342
4,male,8.598760071348793e-05,0.05700735683587641,1.1626125001954302e-05,0.012345900859324185,0.008825570474614946,0.002176126150217509,0.17246542733718492,-0.0024579267025795094,0.0,0.0,0.0,1290.1117356797265,409.559281112516,1322.8764775052807
5,female,0.00012247082672576528,0.055691286708434325,1.7668555775330232e-05,0.0013326402742035951,0.005520513383200094,0.009419009203166923,0.19223989028931773,-0.013477009246946173,0.0,0.0,0.0,1442.924773316018,458.0713565005961,1479.5704821270658
5,male,6.514010533519901e-05,0.056929552056955365,9.147183400870912e-06,0.013717669825883145,0.008813814312749945,0.0012241962380805833,0.15798176050223783,-0.007659566736207999,0.0,0.0,0.0,885.9573579201444,281.2563040636405,908.4578618029375
6,female,7.382801634797538e-05,0.055783154195416434,1.1608573815339587e-05,0.00343737475250455,0.005651495607599904,0.009071377003763377,0.17771188343335242,-0.019914406734870535,0.0,0.0,0.0,1899.2278494752459,602.9294758790876,1947.4622079337973
6,male,4.411044194887809e-05,0.05677656529611577,6.577311069031826e-06,0.01508993023474807,0.008753082672734471,0.00027226662338235286,0.14489686595056622,-0.012860153294432481,0.0,0.0,0.0,481.80298016056236,152.95332701476508,494.0392461005945
7,female,2.4512280266931826e-05,0.05624846914563952,5.3365060648404105e-06,0.005542121206735745,0.006150828537054694,0.008723753438284403,0.1644188729655844,-0.026351601229461844,0.0,0.0,0.0,2355.530925634473,747.7875952575789,2415.3539337405286
