age,sex,s
0,male,1
1,male,1
2,male,1
3,male,1
4,male,1
5,male,1
6,male,1
7,male,1
8,male,1
9,male,1
10,male,1
11,male,1
12,male,1
13,male,1
14,male,1
15,male,1
16,male,1
17,male,1
18,male,1
19,male,1
20,male,0.249256673
21,male,0.249256673
22,male,0.249256673
23,male,0.249256673
24,male,0.249256673
25,male,0.249256673
26,male,0.249256673
27,male,0.249256673
28,male,0.249256673
29,male,0.249256673
30,male,0.249256673
31,male,0.249256673
32,male,0.249256673
33,male,0.249256673
34,male,0.249256673
35,male,0.249256673
36,male,0.249256673
37,male,0.249256673
38,male,0.249256673
39,male,0.249256673
40,male,0.249256673
41,male,0.249256673
42,male,0.249256673
43,male,0.249256673
44,male,0.249256673
45,male,0.249256673
46,male,0.249256673
47,male,0.249256673
48,male,0.249256673
49,male,0.249256673
50,male,0.249256673
51,male,0.249256673
52,male,0.249256673
53,male,0.249256673
54,male,0.249256673
55,male,0.249256673
56,male,0.249256673
57,male,0.249256673
58,male,0.249256673
59,male,0.249256673
60,male,0.249256673
61,male,0.249256673
62,male,0.249256673
63,male,0.249256673
64,male,0.249256673
65,male,0.249256673
66,male,0.249256673
67,male,0.249256673
68,male,0.249256673
69,male,0.249256673
70,male,0.249256673
71,male,0.249256673
72,male,0.249256673
73,male,0.249256673
74,male,0.249256673
75,male,0.249256673
76,male,0.249256673
77,male,0.249256673
78,male,0.249256673
79,male,0.249256673
80,male,0.249256673
81,male,0.249256673
82,male,0.249256673
83,male,0.249256673
84,male,0.249256673
85,male,0.249256673
86,male,0.249256673
87,male,0.249256673
88,male,0.249256673
89,male,0.249256673
90,male,0.249256673
91,male,0.249256673
92,male,0.249256673
93,male,0.249256673
94,male,0.249256673
95,male,0.249256673
96,male,0.249256673
97,male,0.249256673
98,male,0.249256673
99,male,0.249256673
100,male,0.249256673
101,male,0.249256673
102,male,0.249256673
103,male,0.249256673
104,male,0.249256673
105,male,0.249256673
106,male,0.249256673
107,male,0.249256673
108,male,0.249256673
109,male,0.249256673
0,female,1
1,female,1
2,female,1
3,female,1
4,female,1
5,female,1
6,female,1
7,female,1
8,female,1
9,female,1
10,female,1
11,female,1
12,female,1
13,female,1
14,female,1
15,female,1
16,female,1
17,female,1
18,female,1
19,female,1
20,female,0.249256673
21,female,0.249256673
22,female,0.249256673
23,female,0.249256673
24,female,0.249256673
25,female,0.249256673
26,female,0.249256673
27,female,0.249256673
28,female,0.249256673
29,female,0.249256673
30,female,0.249256673
31,female,0.249256673
32,female,0.249256673
33,female,0.249256673
34,female,0.249256673
35,female,0.249256673
36,female,0.249256673
37,female,0.249256673
38,female,0.249256673
39,female,0.249256673
40,female,0.249256673
41,female,0.249256673
42,female,0.249256673
43,female,0.249256673
44,female,0.249256673
45,female,0.249256673
46,female,0.249256673
47,female,0.249256673
48,female,0.249256673
49,female,0.249256673
50,female,0.249256673
51,female,0.249256673
52,female,0.249256673
53,female,0.249256673
54,female,0.249256673
55,female,0.249256673
56,female,0.249256673
57,female,0.249256673
58,female,0.249256673
59,female,0.249256673
60,female,0.249256673
61,female,0.249256673
62,female,0.249256673
63,female,0.249256673
64,female,0.249256673
65,female,0.249256673
66,female,0.249256673
67,female,0.249256673
68,female,0.249256673
69,female,0.249256673
70,female,0.249256673
71,female,0.249256673
72,female,0.249256673
73,female,0.249256673
74,female,0.249256673
75,female,0.249256673
76,female,0.249256673
77,female,0.249256673
78,female,0.249256673
79,female,0.249256673
80,female,0.249256673
81,female,0.249256673
82,female,0.249256673
83,female,0.249256673
84,female,0.249256673
85,female,0.249256673
86,female,0.249256673
87,female,0.249256673
88,female,0.249256673
89,female,0.249256673
90,female,0.249256673
91,female,0.249256673
92,female,0.249256673
93,female,0.249256673
94,female,0.249256673
95,female,0.249256673
96,female,0.249256673
97,female,0.249256673
98,female,0.249256673
99,female,0.249256673
100,female,0.249256673
101,female,0.249256673
102,female,0.249256673
103,female,0.249256673
104,female,0.249256673
105,female,0.249256673
106,female,0.249256673
107,female,0.249256673
108,female,0.249256673
109,female,0.249256673
