age,sex,s
0,male,1
1,male,1
2,male,1
3,male,1
4,male,1
5,male,1
6,male,1
7,male,1
8,male,1
9,male,1
10,male,1
11,male,1
12,male,1
13,male,1
14,male,1
15,male,1
16,male,1
17,male,1
18,male,1
19,male,1
20,male,0.204994744
21,male,0.204994744
22,male,0.204994744
23,male,0.204994744
24,male,0.204994744
25,male,0.204994744
26,male,0.204994744
27,male,0.204994744
28,male,0.204994744
29,male,0.204994744
30,male,0.204994744
31,male,0.204994744
32,male,0.204994744
33,male,0.204994744
34,male,0.204994744
35,male,0.204994744
36,male,0.204994744
37,male,0.204994744
38,male,0.204994744
39,male,0.204994744
40,male,0.204994744
41,male,0.204994744
42,male,0.204994744
43,male,0.204994744
44,male,0.204994744
45,male,0.204994744
46,male,0.204994744
47,male,0.204994744
48,male,0.204994744
49,male,0.204994744
50,male,0.204994744
51,male,0.204994744
52,male,0.204994744
53,male,0.204994744
54,male,0.204994744
55,male,0.204994744
56,male,0.204994744
57,male,0.204994744
58,male,0.204994744
59,male,0.204994744
60,male,0.204994744
61,male,0.204994744
62,male,0.204994744
63,male,0.204994744
64,male,0.204994744
65,male,0.204994744
66,male,0.204994744
67,male,0.204994744
68,male,0.204994744
69,male,0.204994744
70,male,0.204994744
71,male,0.204994744
72,male,0.204994744
73,male,0.204994744
74,male,0.204994744
75,male,0.204994744
76,male,0.204994744
77,male,0.204994744
78,male,0.204994744
79,male,0.204994744
80,male,0.204994744
81,male,0.204994744
82,male,0.204994744
83,male,0.204994744
84,male,0.204994744
85,male,0.204994744
86,male,0.204994744
87,male,0.204994744
88,male,0.204994744
89,male,0.204994744
90,male,0.204994744
91,male,0.204994744
92,male,0.204994744
93,male,0.204994744
94,male,0.204994744
95,male,0.204994744
96,male,0.204994744
97,male,0.204994744
98,male,0.204994744
99,male,0.204994744
100,male,0.204994744
101,male,0.204994744
102,male,0.204994744
103,male,0.204994744
104,male,0.204994744
105,male,0.204994744
106,male,0.204994744
107,male,0.204994744
108,male,0.204994744
109,male,0.204994744
0,female,1
1,female,1
2,female,1
3,female,1
4,female,1
5,female,1
6,female,1
7,female,1
8,female,1
9,female,1
10,female,1
11,female,1
12,female,1
13,female,1
14,female,1
15,female,1
16,female,1
17,female,1
18,female,1
19,female,1
20,female,0.204994744
21,female,0.204994744
22,female,0.204994744
23,female,0.204994744
24,female,0.204994744
25,female,0.204994744
26,female,0.204994744
27,female,0.204994744
28,female,0.204994744
29,female,0.204994744
30,female,0.204994744
31,female,0.204994744
32,female,0.204994744
33,female,0.204994744
34,female,0.204994744
35,female,0.204994744
36,female,0.204994744
37,female,0.204994744
38,female,0.204994744
39,female,0.204994744
40,female,0.204994744
41,female,0.204994744
42,female,0.204994744
43,female,0.204994744
44,female,0.204994744
45,female,0.204994744
46,female,0.204994744
47,female,0.204994744
48,female,0.204994744
49,female,0.204994744
50,female,0.204994744
51,female,0.204994744
52,female,0.204994744
53,female,0.204994744
54,female,0.204994744
55,female,0.204994744
56,female,0.204994744
57,female,0.204994744
58,female,0.204994744
59,female,0.204994744
60,female,0.204994744
61,female,0.204994744
62,female,0.204994744
63,female,0.204994744
64,female,0.204994744
65,female,0.204994744
66,female,0.204994744
67,female,0.204994744
68,female,0.204994744
69,female,0.204994744
70,female,0.204994744
71,female,0.204994744
72,female,0.204994744
73,female,0.204994744
74,female,0.204994744
75,female,0.204994744
76,female,0.204994744
77,female,0.204994744
78,female,0.204994744
79,female,0.204994744
80,female,0.204994744
81,female,0.204994744
82,female,0.204994744
83,female,0.204994744
84,female,0.204994744
85,female,0.204994744
86,female,0.204994744
87,female,0.204994744
88,female,0.204994744
89,female,0.204994744
90,female,0.204994744
91,female,0.204994744
92,female,0.204994744
93,female,0.204994744
94,female,0.204994744
95,female,0.204994744
96,female,0.204994744
97,female,0.204994744
98,female,0.204994744
99,female,0.204994744
100,female,0.204994744
101,female,0.204994744
102,female,0.204994744
103,female,0.204994744
104,female,0.204994744
105,female,0.204994744
106,female,0.204994744
107,female,0.204994744
108,female,0.204994744
109,female,0.204994744
