age,sex,s
0,male,1
1,male,1
2,male,1
3,male,1
4,male,1
5,male,1
6,male,1
7,male,1
8,male,1
9,male,1
10,male,1
11,male,1
12,male,1
13,male,1
14,male,1
15,male,1
16,male,1
17,male,1
18,male,1
19,male,1
20,male,0.109647126
21,male,0.109647126
22,male,0.109647126
23,male,0.109647126
24,male,0.109647126
25,male,0.109647126
26,male,0.109647126
27,male,0.109647126
28,male,0.109647126
29,male,0.109647126
30,male,0.109647126
31,male,0.109647126
32,male,0.109647126
33,male,0.109647126
34,male,0.109647126
35,male,0.109647126
36,male,0.109647126
37,male,0.109647126
38,male,0.109647126
39,male,0.109647126
40,male,0.109647126
41,male,0.109647126
42,male,0.109647126
43,male,0.109647126
44,male,0.109647126
45,male,0.109647126
46,male,0.109647126
47,male,0.109647126
48,male,0.109647126
49,male,0.109647126
50,male,0.109647126
51,male,0.109647126
52,male,0.109647126
53,male,0.109647126
54,male,0.109647126
55,male,0.109647126
56,male,0.109647126
57,male,0.109647126
58,male,0.109647126
59,male,0.109647126
60,male,0.109647126
61,male,0.109647126
62,male,0.109647126
63,male,0.109647126
64,male,0.109647126
65,male,0.109647126
66,male,0.109647126
67,male,0.109647126
68,male,0.109647126
69,male,0.109647126
70,male,0.109647126
71,male,0.109647126
72,male,0.109647126
73,male,0.109647126
74,male,0.109647126
75,male,0.109647126
76,male,0.109647126
77,male,0.109647126
78,male,0.109647126
79,male,0.109647126
80,male,0.109647126
81,male,0.109647126
82,male,0.109647126
83,male,0.109647126
84,male,0.109647126
85,male,0.109647126
86,male,0.109647126
87,male,0.109647126
88,male,0.109647126
89,male,0.109647126
90,male,0.109647126
91,male,0.109647126
92,male,0.109647126
93,male,0.109647126
94,male,0.109647126
95,male,0.109647126
96,male,0.109647126
97,male,0.109647126
98,male,0.109647126
99,male,0.109647126
100,male,0.109647126
101,male,0.109647126
102,male,0.109647126
103,male,0.109647126
104,male,0.109647126
105,male,0.109647126
106,male,0.109647126
107,male,0.109647126
108,male,0.109647126
109,male,0.109647126
0,female,1
1,female,1
2,female,1
3,female,1
4,female,1
5,female,1
6,female,1
7,female,1
8,female,1
9,female,1
10,female,1
11,female,1
12,female,1
13,female,1
14,female,1
15,female,1
16,female,1
17,female,1
18,female,1
19,female,1
20,female,0.109647126
21,female,0.109647126
22,female,0.109647126
23,female,0.109647126
24,female,0.109647126
25,female,0.109647126
26,female,0.109647126
27,female,0.109647126
28,female,0.109647126
29,female,0.109647126
30,female,0.109647126
31,female,0.109647126
32,female,0.109647126
33,female,0.109647126
34,female,0.109647126
35,female,0.109647126
36,female,0.109647126
37,female,0.109647126
38,female,0.109647126
39,female,0.109647126
40,female,0.109647126
41,female,0.109647126
42,female,0.109647126
43,female,0.109647126
44,female,0.109647126
45,female,0.109647126
46,female,0.109647126
47,female,0.109647126
48,female,0.109647126
49,female,0.109647126
50,female,0.109647126
51,female,0.109647126
52,female,0.109647126
53,female,0.109647126
54,female,0.109647126
55,female,0.109647126
56,female,0.109647126
57,female,0.109647126
58,female,0.109647126
59,female,0.109647126
60,female,0.109647126
61,female,0.109647126
62,female,0.109647126
63,female,0.109647126
64,female,0.109647126
65,female,0.109647126
66,female,0.109647126
67,female,0.109647126
68,female,0.109647126
69,female,0.109647126
70,female,0.109647126
71,female,0.109647126
72,female,0.109647126
73,female,0.109647126
74,female,0.109647126
75,female,0.109647126
76,female,0.109647126
77,female,0.109647126
78,female,0.109647126
79,female,0.109647126
80,female,0.109647126
81,female,0.109647126
82,female,0.109647126
83,female,0.109647126
84,female,0.109647126
85,female,0.109647126
86,female,0.109647126
87,female,0.109647126
88,female,0.109647126
89,female,0.109647126
90,female,0.109647126
91,female,0.109647126
92,female,0.109647126
93,female,0.109647126
94,female,0.109647126
95,female,0.109647126
96,female,0.109647126
97,female,0.109647126
98,female,0.109647126
99,female,0.109647126
100,female,0.109647126
101,female,0.109647126
102,female,0.109647126
103,female,0.109647126
104,female,0.109647126
105,female,0.109647126
106,female,0.109647126
107,female,0.109647126
108,female,0.109647126
109,female,0.109647126
