age,sex,s
0,male,1
1,male,1
2,male,1
3,male,1
4,male,1
5,male,1
6,male,1
7,male,1
8,male,1
9,male,1
10,male,1
11,male,1
12,male,1
13,male,1
14,male,1
15,male,1
16,male,1
17,male,1
18,male,1
19,male,1
20,male,0.098871016
21,male,0.098871016
22,male,0.098871016
23,male,0.098871016
24,male,0.098871016
25,male,0.098871016
26,male,0.098871016
27,male,0.098871016
28,male,0.098871016
29,male,0.098871016
30,male,0.098871016
31,male,0.098871016
32,male,0.098871016
33,male,0.098871016
34,male,0.098871016
35,male,0.098871016
36,male,0.098871016
37,male,0.098871016
38,male,0.098871016
39,male,0.098871016
40,male,0.098871016
41,male,0.098871016
42,male,0.098871016
43,male,0.098871016
44,male,0.098871016
45,male,0.098871016
46,male,0.098871016
47,male,0.098871016
48,male,0.098871016
49,male,0.098871016
50,male,0.098871016
51,male,0.098871016
52,male,0.098871016
53,male,0.098871016
54,male,0.098871016
55,male,0.098871016
56,male,0.098871016
57,male,0.098871016
58,male,0.098871016
59,male,0.098871016
60,male,0.098871016
61,male,0.098871016
62,male,0.098871016
63,male,0.098871016
64,male,0.098871016
65,male,0.098871016
66,male,0.098871016
67,male,0.098871016
68,male,0.098871016
69,male,0.098871016
70,male,0.098871016
71,male,0.098871016
72,male,0.098871016
73,male,0.098871016
74,male,0.098871016
75,male,0.098871016
76,male,0.098871016
77,male,0.098871016
78,male,0.098871016
79,male,0.098871016
80,male,0.098871016
81,male,0.098871016
82,male,0.098871016
83,male,0.098871016
84,male,0.098871016
85,male,0.098871016
86,male,0.098871016
87,male,0.098871016
88,male,0.098871016
89,male,0.098871016
90,male,0.098871016
91,male,0.098871016
92,male,0.098871016
93,male,0.098871016
94,male,0.098871016
95,male,0.098871016
96,male,0.098871016
97,male,0.098871016
98,male,0.098871016
99,male,0.098871016
100,male,0.098871016
101,male,0.098871016
102,male,0.098871016
103,male,0.098871016
104,male,0.098871016
105,male,0.098871016
106,male,0.098871016
107,male,0.098871016
108,male,0.098871016
109,male,0.098871016
0,female,1
1,female,1
2,female,1
3,female,1
4,female,1
5,female,1
6,female,1
7,female,1
8,female,1
9,female,1
10,female,1
11,female,1
12,female,1
13,female,1
14,female,1
15,female,1
16,female,1
17,female,1
18,female,1
19,female,1
20,female,0.098871016
21,female,0.098871016
22,female,0.098871016
23,female,0.098871016
24,female,0.098871016
25,female,0.098871016
26,female,0.098871016
27,female,0.098871016
28,female,0.098871016
29,female,0.098871016
30,female,0.098871016
31,female,0.098871016
32,female,0.098871016
33,female,0.098871016
34,female,0.098871016
35,female,0.098871016
36,female,0.098871016
37,female,0.098871016
38,female,0.098871016
39,female,0.098871016
40,female,0.098871016
41,female,0.098871016
42,female,0.098871016
43,female,0.098871016
44,female,0.098871016
45,female,0.098871016
46,female,0.098871016
47,female,0.098871016
48,female,0.098871016
49,female,0.098871016
50,female,0.098871016
51,female,0.098871016
52,female,0.098871016
53,female,0.098871016
54,female,0.098871016
55,female,0.098871016
56,female,0.098871016
57,female,0.098871016
58,female,0.098871016
59,female,0.098871016
60,female,0.098871016
61,female,0.098871016
62,female,0.098871016
63,female,0.098871016
64,female,0.098871016
65,female,0.098871016
66,female,0.098871016
67,female,0.098871016
68,female,0.098871016
69,female,0.098871016
70,female,0.098871016
71,female,0.098871016
72,female,0.098871016
73,female,0.098871016
74,female,0.098871016
75,female,0.098871016
76,female,0.098871016
77,female,0.098871016
78,female,0.098871016
79,female,0.098871016
80,female,0.098871016
81,female,0.098871016
82,female,0.098871016
83,female,0.098871016
84,female,0.098871016
85,female,0.098871016
86,female,0.098871016
87,female,0.098871016
88,female,0.098871016
89,female,0.098871016
90,female,0.098871016
91,female,0.098871016
92,female,0.098871016
93,female,0.098871016
94,female,0.098871016
95,female,0.098871016
96,female,0.098871016
97,female,0.098871016
98,female,0.098871016
99,female,0.098871016
100,female,0.098871016
101,female,0.098871016
102,female,0.098871016
103,female,0.098871016
104,female,0.098871016
105,female,0.098871016
106,female,0.098871016
107,female,0.098871016
108,female,0.098871016
109,female,0.098871016
