age,sex,s
0,male,1
1,male,1
2,male,1
3,male,1
4,male,1
5,male,1
6,male,1
7,male,1
8,male,1
9,male,1
10,male,1
11,male,1
12,male,1
13,male,1
14,male,1
15,male,1
16,male,1
17,male,1
18,male,1
19,male,1
20,male,0.053983491
21,male,0.053983491
22,male,0.053983491
23,male,0.053983491
24,male,0.053983491
25,male,0.053983491
26,male,0.053983491
27,male,0.053983491
28,male,0.053983491
29,male,0.053983491
30,male,0.053983491
31,male,0.053983491
32,male,0.053983491
33,male,0.053983491
34,male,0.053983491
35,male,0.053983491
36,male,0.053983491
37,male,0.053983491
38,male,0.053983491
39,male,0.053983491
40,male,0.053983491
41,male,0.053983491
42,male,0.053983491
43,male,0.053983491
44,male,0.053983491
45,male,0.053983491
46,male,0.053983491
47,male,0.053983491
48,male,0.053983491
49,male,0.053983491
50,male,0.053983491
51,male,0.053983491
52,male,0.053983491
53,male,0.053983491
54,male,0.053983491
55,male,0.053983491
56,male,0.053983491
57,male,0.053983491
58,male,0.053983491
59,male,0.053983491
60,male,0.053983491
61,male,0.053983491
62,male,0.053983491
63,male,0.053983491
64,male,0.053983491
65,male,0.053983491
66,male,0.053983491
67,male,0.053983491
68,male,0.053983491
69,male,0.053983491
70,male,0.053983491
71,male,0.053983491
72,male,0.053983491
73,male,0.053983491
74,male,0.053983491
75,male,0.053983491
76,male,0.053983491
77,male,0.053983491
78,male,0.053983491
79,male,0.053983491
80,male,0.053983491
81,male,0.053983491
82,male,0.053983491
83,male,0.053983491
84,male,0.053983491
85,male,0.053983491
86,male,0.053983491
87,male,0.053983491
88,male,0.053983491
89,male,0.053983491
90,male,0.053983491
91,male,0.053983491
92,male,0.053983491
93,male,0.053983491
94,male,0.053983491
95,male,0.053983491
96,male,0.053983491
97,male,0.053983491
98,male,0.053983491
99,male,0.053983491
100,male,0.053983491
101,male,0.053983491
102,male,0.053983491
103,male,0.053983491
104,male,0.053983491
105,male,0.053983491
106,male,0.053983491
107,male,0.053983491
108,male,0.053983491
109,male,0.053983491
0,female,1
1,female,1
2,female,1
3,female,1
4,female,1
5,female,1
6,female,1
7,female,1
8,female,1
9,female,1
10,female,1
11,female,1
12,female,1
13,female,1
14,female,1
15,female,1
16,female,1
17,female,1
18,female,1
19,female,1
20,female,0.043630406
21,female,0.043630406
22,female,0.043630406
23,female,0.043630406
24,female,0.043630406
25,female,0.043630406
26,female,0.043630406
27,female,0.043630406
28,female,0.043630406
29,female,0.043630406
30,female,0.043630406
31,female,0.043630406
32,female,0.043630406
33,female,0.043630406
34,female,0.043630406
35,female,0.043630406
36,female,0.043630406
37,female,0.043630406
38,female,0.043630406
39,female,0.043630406
40,female,0.043630406
41,female,0.043630406
42,female,0.043630406
43,female,0.043630406
44,female,0.043630406
45,female,0.043630406
46,female,0.043630406
47,female,0.043630406
48,female,0.043630406
49,female,0.043630406
50,female,0.043630406
51,female,0.043630406
52,female,0.043630406
53,female,0.043630406
54,female,0.043630406
55,female,0.043630406
56,female,0.043630406
57,female,0.043630406
58,female,0.043630406
59,female,0.043630406
60,female,0.043630406
61,female,0.043630406
62,female,0.043630406
63,female,0.043630406
64,female,0.043630406
65,female,0.043630406
66,female,0.043630406
67,female,0.043630406
68,female,0.043630406
69,female,0.043630406
70,female,0.043630406
71,female,0.043630406
72,female,0.043630406
73,female,0.043630406
74,female,0.043630406
75,female,0.043630406
76,female,0.043630406
77,female,0.043630406
78,female,0.043630406
79,female,0.043630406
80,female,0.043630406
81,female,0.043630406
82,female,0.043630406
83,female,0.043630406
84,female,0.043630406
85,female,0.043630406
86,female,0.043630406
87,female,0.043630406
88,female,0.043630406
89,female,0.043630406
90,female,0.043630406
91,female,0.043630406
92,female,0.043630406
93,female,0.043630406
94,female,0.043630406
95,female,0.043630406
96,female,0.043630406
97,female,0.043630406
98,female,0.043630406
99,female,0.043630406
100,female,0.043630406
101,female,0.043630406
102,female,0.043630406
103,female,0.043630406
104,female,0.043630406
105,female,0.043630406
106,female,0.043630406
107,female,0.043630406
108,female,0.043630406
109,female,0.043630406
